0.00374, 0.09842, 0.09842, 4.06612, 3.05864, 0.95668, -0.01662, -0.00101, 0.00072, -0.04852, -0.07492, 0.00327
0.01993, 0.09842, 0.09842, 4.06612, 3.05864, 0.95668, -0.01662, -0.00101, 0.00072, -0.04852, -0.07492, 0.00327
0.03992, 0.09626, 0.09626, 4.06487, 3.05646, 0.95674, -0.03324, -0.00195, 0.00144, -0.05258, -0.07623, 0.00271
0.05991, 0.09381, 0.09381, 4.06339, 3.05405, 0.95686, -0.03324, -0.00195, 0.00144, -0.05258, -0.07623, 0.00271
0.07993, 0.09381, 0.09381, 4.06339, 3.05405, 0.95686, -0.03324, -0.00195, 0.00144, -0.05258, -0.07623, 0.00271
0.10000, 0.09184, 0.09184, 4.06209, 3.05214, 0.95687, -0.03324, -0.00195, 0.00144, -0.05258, -0.07623, 0.00271
0.11995, 0.09184, 0.09184, 4.06209, 3.05214, 0.95687, -0.04987, -0.00282, 0.00216, -0.05322, -0.07619, 0.00453
0.13992, 0.08947, 0.08947, 4.06043, 3.04979, 0.95672, -0.04987, -0.00282, 0.00216, -0.05322, -0.07619, 0.00453
0.16007, 0.08716, 0.08716, 4.05864, 3.04750, 0.95638, -0.04987, -0.00282, 0.00216, -0.05322, -0.07619, 0.00453
0.17996, 0.08716, 0.08716, 4.05864, 3.04750, 0.95638, -0.06651, -0.00348, 0.00288, -0.05438, -0.07168, 0.00126
0.19997, 0.08527, 0.08527, 4.05705, 3.04558, 0.95596, -0.06651, -0.00348, 0.00288, -0.05438, -0.07168, 0.00126
0.21996, 0.08527, 0.08527, 4.05705, 3.04558, 0.95596, -0.06651, -0.00348, 0.00288, -0.05438, -0.07168, 0.00126
0.23999, 0.08356, 0.08356, 4.05545, 3.04379, 0.95539, -0.08316, -0.00398, 0.00366, -0.05673, -0.06732, -0.01219
0.25995, 0.08203, 0.08203, 4.05389, 3.04210, 0.95469, -0.09980, -0.00442, 0.00450, -0.05776, -0.06321, -0.02177
0.27991, 0.08203, 0.08203, 4.05389, 3.04210, 0.95469, -0.11644, -0.00497, 0.00534, -0.05704, -0.05900, -0.02456
0.29993, 0.08052, 0.08052, 4.05214, 3.04035, 0.95376, -0.13307, -0.00567, 0.00611, -0.05704, -0.05900, -0.02456
0.31988, 0.08052, 0.08052, 4.05214, 3.04035, 0.95376, -0.13307, -0.00567, 0.00611, -0.05704, -0.05900, -0.02456
0.33994, 0.07933, 0.07933, 4.05053, 3.03887, 0.95279, -0.13307, -0.00567, 0.00611, -0.05704, -0.05900, -0.02456
0.35992, 0.07827, 0.07827, 4.04888, 3.03746, 0.95170, -0.13307, -0.00567, 0.00611, -0.05704, -0.05900, -0.02456
