0.00400,0.15501
0.02000,0.15357
0.04000,0.15357
0.06000,0.15221
0.08000,0.15092
0.10000,0.15092
0.12000,0.14979
0.14000,0.14979
0.16000,0.14828
0.18000,0.14695
0.20000,0.14695
0.22000,0.14517
0.24000,0.14517
0.26000,0.14319
0.28000,0.14056
0.30000,0.14056
0.32000,0.13772
0.34000,0.13772
0.36000,0.13444
0.38000,0.13039
0.40000,0.13039
0.42000,0.12668
0.44000,0.12668
0.46000,0.12169
0.48000,0.11731
0.50000,0.11731
0.52000,0.11337
0.54000,0.11337
0.56000,0.10876
0.58000,0.10485
0.60000,0.10485
0.62000,0.10178
0.64000,0.10178
0.66000,0.09959
0.68000,0.09876
0.70000,0.09876
0.72000,0.09910
0.74000,0.09910
0.76000,0.09849
0.78000,0.09875
0.80000,0.09875
0.82000,0.09846
0.84000,0.09846
0.86000,0.09900
0.88000,0.09856
0.90000,0.09856
0.92000,0.09935
0.94000,0.09935
0.96000,0.09840
0.98000,0.09899
1.00000,0.09899
1.02000,0.09813
1.04000,0.09813
1.06000,0.09890
1.08000,0.09892
1.10000,0.09892
1.12000,0.09919
1.14000,0.09919
1.16000,0.09981
1.18000,0.09965
1.20000,0.09965
1.22000,0.09965
1.24000,0.09965
1.26000,0.10070
1.28000,0.10114
1.30000,0.10114
1.32000,0.10214
1.34000,0.10214
1.36000,0.10140
1.38000,0.10164
1.40000,0.10164
1.42000,0.10234
1.44000,0.10234
1.46000,0.10212
1.48000,0.10212
1.50000,0.10212
1.52000,0.10254
1.54000,0.10254
1.56000,0.10333
1.58000,0.10294
1.60000,0.10294
1.62000,0.10308
1.64000,0.10308
1.66000,0.10401
1.68000,0.10387
1.70000,0.10387
1.72000,0.10425
1.74000,0.10425
1.76000,0.10511
1.78000,0.10560
1.80000,0.10560
1.82000,0.10579
1.84000,0.10579
1.86000,0.10656
1.88000,0.10760
1.90000,0.10760
1.92000,0.10785
1.94000,0.10785
1.96000,0.10837
1.98000,0.10927
2.00000,0.10927
2.02000,0.11000
2.04000,0.11000
2.06000,0.11031
2.08000,0.11099
2.10000,0.11099
2.12000,0.11201
2.14000,0.11201
2.16000,0.11251
2.18000,0.11236
2.20000,0.11236
2.22000,0.11269
2.24000,0.11269
2.26000,0.11329
2.28000,0.11395
2.30000,0.11395
2.32000,0.11430
2.34000,0.11430
2.36000,0.11472
2.38000,0.11564
2.40000,0.11564
2.42000,0.11679
2.44000,0.11679
2.46000,0.11750
2.48000,0.11795
2.50000,0.11795
2.52000,0.11892
2.54000,0.11892
2.56000,0.11979
2.58000,0.12090
2.60000,0.12090
2.62000,0.12132
2.64000,0.12173
2.66000,0.12173
2.68000,0.12268
2.70000,0.12268
2.72000,0.12342
2.74000,0.12342
2.76000,0.12407
2.78000,0.12432
2.80000,0.12432
2.82000,0.12467
2.84000,0.12467
2.86000,0.12539
2.88000,0.12620
2.90000,0.12620
2.92000,0.12707
2.94000,0.12707
2.96000,0.12748
2.98000,0.12794
3.00000,0.12794
3.02000,0.12838
3.04000,0.12838
3.06000,0.12896
3.08000,0.12973
3.10000,0.12973
3.12000,0.13054
3.14000,0.13054
3.16000,0.13110
3.18000,0.13137
3.20000,0.13137
3.22000,0.13183
3.24000,0.13183
3.26000,0.13245
3.28000,0.13323
3.30000,0.13323
3.32000,0.13396
3.34000,0.13396
3.36000,0.13446
3.38000,0.13451
3.40000,0.13451
3.42000,0.13470
3.44000,0.13470
3.46000,0.13513
3.48000,0.13552
3.50000,0.13552
3.52000,0.13605
3.54000,0.13605
3.56000,0.13656
3.58000,0.13727
3.60000,0.13727
3.62000,0.13747
3.64000,0.13747
3.66000,0.13783
3.68000,0.13809
3.70000,0.13809
3.72000,0.13859
3.74000,0.13932
3.76000,0.13932
3.78000,0.14011
3.80000,0.14011
3.82000,0.14011
3.84000,0.14011
3.86000,0.14092
3.88000,0.14160
3.90000,0.14160
3.92000,0.14195
3.94000,0.14195
3.96000,0.14247
3.98000,0.14289
4.00000,0.14289
4.02000,0.14341
4.04000,0.14341
4.06000,0.14397
4.08000,0.14459
4.10000,0.14459
4.12000,0.14509
4.14000,0.14509
4.16000,0.14515
4.18000,0.14550
4.20000,0.14550
4.22000,0.14576
4.24000,0.14576
4.26000,0.14623
4.28000,0.14687
4.30000,0.14687
4.32000,0.14750
4.34000,0.14750
4.36000,0.14818
4.38200,0.14888
4.40000,0.14888
4.42000,0.14907
4.44000,0.14907
4.46000,0.14963
4.48000,0.15012
4.50000,0.15012
4.52000,0.15067
4.54000,0.15067
4.56000,0.15123
4.58000,0.15174
4.60000,0.15174
4.62000,0.15219
4.64000,0.15219
4.66000,0.15269
4.68000,0.15288
4.70000,0.15288
4.72000,0.15338
4.74000,0.15338
4.76000,0.15362
4.78000,0.15384
4.80000,0.15384
4.82000,0.15409
4.84000,0.15409
4.86000,0.15453
4.88000,0.15498
4.90000,0.15498
4.92000,0.15541
4.94000,0.15587
4.96000,0.15587
4.98000,0.15637
5.00000,0.15637
5.02000,0.15676
5.04000,0.15676
5.06000,0.15734
5.08000,0.15794
5.10000,0.15794
5.12000,0.15840
5.14000,0.15840
5.16000,0.15891
5.18000,0.15919
5.20000,0.15919
5.22000,0.15967
5.24000,0.15967
5.26000,0.16028
5.28000,0.16073
5.30000,0.16073
5.32000,0.16121
5.34000,0.16121
5.36000,0.16196
5.38000,0.16246
5.40000,0.16246
5.42000,0.16317
5.44000,0.16317
5.46000,0.16317
5.48000,0.16467
5.50000,0.16467
5.52000,0.16467
5.54000,0.16467
5.56000,0.16609
5.58000,0.16646
5.60000,0.16646
5.62000,0.16718
5.64000,0.16718
5.66000,0.16785
5.68000,0.16844
5.70000,0.16844
5.72000,0.16844
5.74000,0.16844
5.76000,0.16903
5.78000,0.16974
5.80000,0.16974
5.82000,0.16995
5.84000,0.16995
5.86000,0.17082
5.88000,0.17161
5.90000,0.17161
5.92000,0.17238
5.94000,0.17238
5.96000,0.17303
5.98000,0.17358
6.00000,0.17358
6.02000,0.17438
6.04000,0.17438
6.06000,0.17511
6.08000,0.17637
6.10000,0.17637
6.12000,0.17717
6.14000,0.17717
6.16000,0.17806
6.18000,0.17879
6.20000,0.17879
6.22000,0.17928
6.24000,0.17928
6.26000,0.17995
6.28000,0.18058
6.30000,0.18058
6.32000,0.18114
6.34000,0.18114
6.36000,0.18166
6.38000,0.18231
6.40000,0.18231
6.42000,0.18298
6.44000,0.18298
6.46000,0.18396
6.48000,0.18499
6.50000,0.18499
6.53600,0.18669
6.54000,0.18669
6.56000,0.18669
6.58000,0.18736
6.60000,0.18736
6.62000,0.18821
6.64000,0.18821
6.66000,0.18932
6.68000,0.19028
6.70000,0.19028
6.72000,0.19112
6.74000,0.19112
6.76000,0.19172
6.78000,0.19225
6.80000,0.19225
6.82000,0.19266
6.84000,0.19266
6.86000,0.19298
6.88000,0.19335
6.90000,0.19335
6.92000,0.19359
6.94000,0.19359
6.96000,0.19386
6.98000,0.19399
7.00000,0.19399
7.02000,0.19408
7.04000,0.19408
7.06000,0.19452
7.08000,0.19496
7.10000,0.19496
7.12000,0.19482
7.14000,0.19482
7.16000,0.19472
7.18000,0.19492
7.20000,0.19492
