0.00400, 0.09219, 0.09219, 4.03862, 3.07282, 1.04127, -0.01013, -0.02844, -0.03715, -0.66223, -0.06745, -0.03666
0.02000, 0.09042, 0.09042, 4.03645, 3.07149, 1.04168, -0.01013, -0.02844, -0.03715, -0.66223, -0.06745, -0.03666
0.04000, 0.09042, 0.09042, 4.03645, 3.07149, 1.04168, -0.01059, -0.02693, -0.03837, -0.68487, -0.06870, -0.03894
0.06200, 0.08887, 0.08887, 4.03487, 3.07039, 1.04156, -0.01037, -0.02496, -0.04124, -0.70913, -0.07005, -0.04083
0.08000, 0.08887, 0.08887, 4.03487, 3.07039, 1.04156, -0.01037, -0.02496, -0.04124, -0.70913, -0.07005, -0.04083
0.10200, 0.08641, 0.08641, 4.03122, 3.06868, 1.04212, -0.00951, -0.02284, -0.04192, -0.73360, -0.07150, -0.04221
0.12000, 0.08641, 0.08641, 4.03122, 3.06868, 1.04212, -0.00951, -0.02284, -0.04192, -0.73360, -0.07150, -0.04221
0.14000, 0.08436, 0.08436, 4.02823, 3.06729, 1.04233, -0.01140, -0.02197, -0.04009, -0.76150, -0.07279, -0.04464
0.16000, 0.08225, 0.08225, 4.02479, 3.06578, 1.04270, -0.01274, -0.02077, -0.03892, -0.79159, -0.07444, -0.04683
0.18000, 0.08225, 0.08225, 4.02479, 3.06578, 1.04270, -0.01274, -0.02077, -0.03892, -0.79159, -0.07444, -0.04683
0.20200, 0.08225, 0.08225, 4.02479, 3.06578, 1.04270, -0.01910, -0.02065, -0.04186, -0.82216, -0.07595, -0.04930
0.22200, 0.08225, 0.08225, 4.02479, 3.06578, 1.04270, -0.01910, -0.02065, -0.04186, -0.82216, -0.07595, -0.04930
0.24000, 0.08031, 0.08031, 4.02192, 3.06450, 1.04252, -0.02944, -0.02142, -0.04547, -0.85724, -0.07919, -0.05140
0.26200, 0.07831, 0.07831, 4.01876, 3.06328, 1.04214, -0.02944, -0.02142, -0.04547, -0.89556, -0.08145, -0.05369
0.28000, 0.07831, 0.07831, 4.01876, 3.06328, 1.04214, -0.02944, -0.02142, -0.04547, -0.89556, -0.08145, -0.05369
0.30000, 0.07614, 0.07614, 4.01415, 3.06210, 1.04173, -0.04562, -0.01912, -0.05106, -0.93489, -0.08380, -0.05580
0.32200, 0.07614, 0.07614, 4.01415, 3.06210, 1.04173, -0.04562, -0.01912, -0.05106, -0.93489, -0.08380, -0.05580
0.34000, 0.07402, 0.07402, 4.00839, 3.06085, 1.04131, -0.06579, -0.01822, -0.05398, -0.98061, -0.08682, -0.05833
0.36400, 0.07229, 0.07229, 4.00237, 3.05973, 1.04065, -0.09159, -0.01806, -0.05460, -0.99446, -0.08699, -0.05905
0.38200, 0.07229, 0.07229, 4.00237, 3.05973, 1.04065, -0.09159, -0.01806, -0.05460, -0.99446, -0.08699, -0.05905
0.40200, 0.07127, 0.07127, 3.99650, 3.05877, 1.04017, -0.11897, -0.01904, -0.05555, -0.99456, -0.08614, -0.05862
0.42000, 0.07127, 0.07127, 3.99650, 3.05877, 1.04017, -0.11897, -0.01904, -0.05555, -0.99456, -0.08614, -0.05862
0.44000, 0.06976, 0.06976, 3.98928, 3.05778, 1.03908, -0.14345, -0.01850, -0.05861, -0.99462, -0.08549, -0.05843
0.46200, 0.06859, 0.06859, 3.98122, 3.05679, 1.03834, -0.14345, -0.01850, -0.05861, -0.99462, -0.08549, -0.05843
0.48200, 0.06859, 0.06859, 3.98122, 3.05679, 1.03834, -0.17356, -0.01790, -0.06408, -0.99489, -0.08362, -0.05655
0.50200, 0.06692, 0.06692, 3.97157, 3.05557, 1.03704, -0.20324, -0.01934, -0.06760, -0.99511, -0.08187, -0.05527
0.52200, 0.06692, 0.06692, 3.97157, 3.05557, 1.03704, -0.20324, -0.01934, -0.06760, -0.99511, -0.08187, -0.05527
0.54000, 0.06532, 0.06532, 3.96081, 3.05444, 1.03582, -0.23505, -0.01901, -0.06827, -0.99537, -0.07999, -0.05331
0.56200, 0.06407, 0.06407, 3.94987, 3.05345, 1.03504, -0.26737, -0.01707, -0.06938, -0.99559, -0.07835, -0.05156
0.58200, 0.06407, 0.06407, 3.94987, 3.05345, 1.03504, -0.26737, -0.01707, -0.06938, -0.99559, -0.07835, -0.05156
0.60200, 0.06294, 0.06294, 3.93828, 3.05253, 1.03447, -0.29675, -0.01643, -0.07007, -0.99576, -0.07695, -0.05045
0.62200, 0.06294, 0.06294, 3.93828, 3.05253, 1.03447, -0.29675, -0.01643, -0.07007, -0.99576, -0.07695, -0.05045
0.64000, 0.06188, 0.06188, 3.92570, 3.05165, 1.03401, -0.32474, -0.01643, -0.06982, -0.99589, -0.07571, -0.04968
0.66000, 0.06108, 0.06108, 3.91283, 3.05083, 1.03387, -0.35341, -0.01640, -0.06726, -0.99600, -0.07463, -0.04914
0.68000, 0.06108, 0.06108, 3.91283, 3.05083, 1.03387, -0.35341, -0.01640, -0.06726, -0.99600, -0.07463, -0.04914
0.70200, 0.06028, 0.06028, 3.89663, 3.04941, 1.03415, -0.37835, -0.01619, -0.06365, -0.99608, -0.07366, -0.04909
0.72200, 0.06028, 0.06028, 3.89663, 3.04941, 1.03415, -0.37835, -0.01619, -0.06365, -0.99608, -0.07366, -0.04909
0.74000, 0.05898, 0.05898, 3.88037, 3.04827, 1.03390, -0.40578, -0.01502, -0.06327, -0.99615, -0.07215, -0.04987
0.76200, 0.05814, 0.05814, 3.86349, 3.04719, 1.03355, -0.42932, -0.01479, -0.06447, -0.99634, -0.06994, -0.04911
0.78200, 0.05814, 0.05814, 3.86349, 3.04719, 1.03355, -0.42932, -0.01479, -0.06447, -0.99634, -0.06994, -0.04911
0.80000, 0.05711, 0.05711, 3.84723, 3.04622, 1.03353, -0.45211, -0.01502, -0.06558, -0.99652, -0.06790, -0.04827
0.82200, 0.05711, 0.05711, 3.84723, 3.04622, 1.03353, -0.45211, -0.01502, -0.06558, -0.99652, -0.06790, -0.04827
0.84000, 0.05648, 0.05648, 3.82955, 3.04526, 1.03354, -0.47074, -0.01534, -0.06496, -0.99657, -0.06703, -0.04863
0.86200, 0.05583, 0.05583, 3.81252, 3.04437, 1.03381, -0.48927, -0.01559, -0.06605, -0.99670, -0.06524, -0.04835
0.88200, 0.05583, 0.05583, 3.81252, 3.04437, 1.03381, -0.48927, -0.01559, -0.06605, -0.99670, -0.06524, -0.04835
