0.00600, 0.08058, 0.04091, 4.93026, 4.99470, 5.04003, -0.72567, 0.23193, -0.05278, 0.10239, -0.03342, -0.03426
0.02000, 0.07926, 0.04104, 4.93202, 4.99359, 5.04025, -0.75620, 0.24168, -0.05500, 0.10239, -0.03342, -0.03426
0.04000, 0.07926, 0.04104, 4.93202, 4.99359, 5.04025, -0.75620, 0.24168, -0.05500, 0.10239, -0.03342, -0.03426
0.06000, 0.07926, 0.04104, 4.93202, 4.99359, 5.04025, -0.78917, 0.25301, -0.05754, 0.10272, -0.03289, -0.03479
0.08000, 0.07835, 0.04142, 4.93341, 4.99265, 5.04062, -0.78917, 0.25301, -0.05754, 0.10272, -0.03289, -0.03479
0.10000, 0.07835, 0.04142, 4.93341, 4.99265, 5.04062, -0.82320, 0.26392, -0.06002, 0.10272, -0.03289, -0.03479
0.12000, 0.07758, 0.04244, 4.93503, 4.99165, 5.04157, -0.82320, 0.26392, -0.06002, 0.10272, -0.03289, -0.03479
0.14000, 0.07667, 0.04359, 4.93693, 4.99076, 5.04260, -0.86248, 0.27728, -0.06330, 0.10206, -0.03066, -0.03252
0.16000, 0.07667, 0.04359, 4.93693, 4.99076, 5.04260, -0.90544, 0.29232, -0.06925, 0.09854, -0.02558, -0.02283
0.18000, 0.07563, 0.04458, 4.93887, 4.98989, 5.04337, -0.90544, 0.29232, -0.06925, 0.09854, -0.02558, -0.02283
0.20000, 0.07563, 0.04458, 4.93887, 4.98989, 5.04337, -0.95056, 0.30689, -0.07271, 0.09854, -0.02558, -0.02283
0.22000, 0.07444, 0.04524, 4.94075, 4.98909, 5.04373, -0.95056, 0.30689, -0.07271, 0.09854, -0.02558, -0.02283
0.24000, 0.07452, 0.04606, 4.94125, 4.98873, 5.04444, -1.00350, 0.32442, -0.07788, 0.09454, -0.02423, -0.03619
0.26000, 0.07452, 0.04606, 4.94125, 4.98873, 5.04444, -1.06260, 0.34427, -0.08412, 0.07506, -0.01581, -0.05948
0.28000, 0.07391, 0.04615, 4.94204, 4.98841, 5.04437, -1.06260, 0.34427, -0.08412, 0.07506, -0.01581, -0.05948
0.30000, 0.07391, 0.04615, 4.94204, 4.98841, 5.04437, -1.12532, 0.36459, -0.08909, 0.07506, -0.01581, -0.05948
0.32000, 0.07408, 0.04641, 4.94202, 4.98830, 5.04461, -1.12532, 0.36459, -0.08909, 0.07506, -0.01581, -0.05948
