0.00000, 56.57495, 128.05217, 145.55663
0.50000, 56.56512, 128.04781, 145.54588
1.00000, 56.55448, 128.04659, 145.53328
1.50000, 56.54515, 128.04323, 145.52730
2.00000, 56.54493, 128.03461, 145.52933
2.50000, 56.53728, 128.02724, 145.53221
3.00000, 56.53476, 128.02116, 145.53601
3.50000, 56.54054, 128.01923, 145.54759
4.00000, 56.54856, 128.01912, 145.55885
4.50000, 56.55296, 128.02029, 145.56769
5.00000, 56.55454, 128.02383, 145.57507
5.50000, 56.55361, 128.03119, 145.58495
6.00000, 56.54987, 128.03998, 145.58951
6.50000, 56.35004, 128.04666, 145.32385
7.00000, 55.79802, 128.04895, 144.57812
7.50000, 55.04184, 127.77209, 143.25627
8.00000, 54.14303, 127.03498, 141.24130
8.50000, 53.21332, 126.13699, 139.06512
9.00000, 52.14705, 125.07075, 136.54584
9.50000, 51.00406, 123.88353, 133.90955
10.00000, 49.77497, 122.53478, 131.10997
10.50200, 48.48198, 121.07077, 128.23265
11.00000, 47.13951, 119.58514, 125.44868
11.50000, 45.71648, 117.94451, 122.45243
12.00000, 44.16882, 116.20564, 119.38805
12.50000, 42.55235, 114.37090, 116.34592
13.00000, 40.84911, 112.43356, 113.27516
13.50000, 39.05709, 110.44640, 110.16655
14.00000, 37.29426, 108.49764, 107.29594
14.50000, 35.57576, 106.55663, 104.34958
15.00000, 33.82348, 104.61395, 101.65635
15.50000, 32.05661, 102.72408, 99.03335
16.00000, 30.32308, 100.94047, 96.59123
16.50000, 28.74690, 99.18302, 94.25317
17.00000, 27.12639, 97.47992, 91.93462
17.50000, 25.44320, 95.63208, 89.63502
18.00000, 23.75006, 93.77355, 87.27443
18.50000, 22.08540, 91.97726, 85.00043
19.00000, 20.49307, 90.04018, 82.58925
19.50000, 19.16662, 88.33284, 80.33533
20.00000, 18.25854, 86.88521, 78.06879
20.50000, 17.57904, 85.59005, 75.91693
21.00200, 17.05392, 84.29005, 73.64117
21.50000, 16.69635, 82.94257, 71.23666
22.00000, 16.42318, 81.71197, 69.08008
22.50000, 16.37259, 80.45830, 66.84523
23.00200, 16.40626, 79.15328, 64.65311
23.50000, 16.52544, 77.85118, 62.57962
24.00000, 16.68052, 76.49815, 60.60827
24.50000, 17.01531, 75.10770, 58.55136
25.00000, 17.43324, 73.67165, 56.55065
25.50000, 17.98395, 72.32931, 54.70387
26.00000, 18.48436, 70.81007, 52.92516
26.50200, 19.14980, 69.24856, 51.15549
27.00000, 19.87561, 67.63321, 49.48970
27.50000, 20.71082, 65.99595, 47.91834
28.00000, 21.55153, 64.38543, 46.53627
28.50000, 22.59522, 62.79066, 45.22303
29.00000, 23.69677, 61.06404, 44.03200
29.50000, 24.89790, 59.44013, 42.98081
30.00000, 26.16770, 57.72378, 42.05578
30.50000, 27.49066, 56.04853, 41.32579
31.00000, 28.77540, 54.36880, 40.76123
31.50000, 30.01283, 52.44149, 40.33055
32.00000, 31.22658, 50.48601, 40.08897
32.50000, 32.39255, 48.65279, 40.02557
33.00000, 33.75015, 46.88522, 40.12735
33.50000, 35.06962, 44.91877, 40.39559
34.00000, 36.55699, 42.87815, 40.85317
34.50000, 38.05501, 41.00001, 41.48240
35.00000, 39.61557, 39.09938, 42.26650
35.50000, 41.11332, 37.30528, 43.14968
36.00000, 42.67949, 35.39952, 44.22513
36.51000, 44.27892, 33.56032, 45.45116
37.00000, 45.92926, 31.65892, 46.76907
37.50000, 47.60279, 29.75898, 48.24237
38.00000, 49.26428, 27.98049, 49.80564
38.50000, 50.93935, 26.13004, 51.43465
39.00000, 52.55349, 24.30289, 53.08949
39.50000, 54.26936, 22.50456, 54.87273
40.00000, 56.01150, 20.69921, 56.73750
40.50000, 57.72621, 18.98850, 58.64466
41.00000, 59.46153, 17.16356, 60.64976
41.50000, 61.19806, 15.42944, 62.56855
42.00000, 62.96278, 13.63846, 64.64688
42.50000, 64.71585, 11.94761, 66.88309
43.00000, 66.68922, 10.08132, 69.13029
43.50000, 68.40800, 8.48356, 71.21932
44.00000, 69.73785, 7.02946, 73.01495
44.50000, 70.65546, 5.84977, 74.36994
45.00000, 71.35358, 5.05163, 75.58971
45.50000, 71.94876, 4.78373, 76.65557
46.00000, 72.43754, 5.17446, 77.51199
46.50000, 72.88786, 6.25650, 78.46321
47.00000, 73.33157, 7.66310, 79.39442
47.50000, 73.89082, 9.12756, 80.24319
48.00000, 74.50587, 10.82391, 81.23910
48.50000, 75.18091, 12.47966, 82.25119
49.00000, 75.92049, 14.25960, 83.38053
49.50000, 76.80325, 16.14142, 84.61336
50.00000, 77.72676, 17.99800, 85.83814
50.50000, 78.68354, 19.80869, 87.00981
51.00000, 79.54299, 21.65590, 88.22215
51.50000, 80.46267, 23.62427, 89.44308
52.00000, 81.36902, 25.48584, 90.52208
52.50000, 82.30214, 26.88044, 91.08811
53.00000, 83.28642, 28.05343, 91.35497
53.50000, 84.18066, 28.94488, 91.35056
