3.94801, 2.97578, 1.06369
3.94801, 2.97578, 1.06369
3.94782, 2.9722, 1.06168
3.94796, 2.97072, 1.06159
3.94796, 2.97072, 1.06159
3.94835, 2.96952, 1.06267
3.94848, 2.96838, 1.06443
3.94911, 2.96766, 1.06649
3.94969, 2.96688, 1.06815
3.94973, 2.96544, 1.06966
3.9495, 2.96406, 1.07109
3.94955, 2.9631, 1.07244
3.94924, 2.96134, 1.07579
3.94924, 2.96134, 1.07579
3.94845, 2.9598, 1.07679
3.94745, 2.95816, 1.07764
3.94612, 2.95638, 1.07866
3.94528, 2.95579, 1.07886
3.94402, 2.95487, 1.07931
3.94236, 2.95383, 1.07974
3.94028, 2.95255, 1.07965
3.93744, 2.95083, 1.07976
3.93488, 2.94989, 1.07962
3.93223, 2.94912, 1.07952
3.9292, 2.94861, 1.07914
3.92628, 2.94813, 1.07889
3.92239, 2.94716, 1.07845
3.91781, 2.94631, 1.07783
3.91325, 2.94508, 1.0782
3.90848, 2.94461, 1.07793
3.90412, 2.94418, 1.07811
3.89874, 2.94416, 1.07756
3.89338, 2.94423, 1.07715
3.88739, 2.94429, 1.0773
3.88153, 2.94463, 1.07703
3.87535, 2.94404, 1.07658
3.86849, 2.94375, 1.07608
3.86849, 2.94375, 1.07608
3.85406, 2.94375, 1.07543
3.84673, 2.94399, 1.07437
3.84673, 2.94399, 1.07437
3.83075, 2.9443, 1.07076
3.83075, 2.9443, 1.07076
3.82139, 2.94387, 1.0693
3.81304, 2.94393, 1.06794
3.80455, 2.9439, 1.06674
3.79581, 2.94443, 1.06552
3.78629, 2.94469, 1.06437
3.77616, 2.94426, 1.06389
3.7674, 2.94462, 1.06297
3.75716, 2.94497, 1.06224
3.74654, 2.94523, 1.06186
3.7373, 2.94601, 1.06105
3.72526, 2.9463, 1.06088
3.71492, 2.94621, 1.06074
3.7038, 2.94643, 1.0606
3.69265, 2.94644, 1.06127
3.68191, 2.94691, 1.0615
3.67059, 2.9476, 1.06174
3.66003, 2.94786, 1.06222
3.64684, 2.94794, 1.06294
3.63541, 2.94835, 1.0632
3.62426, 2.94887, 1.06342
3.61197, 2.94971, 1.06307
3.60049, 2.95077, 1.06227
3.58897, 2.95157, 1.06209
3.57702, 2.95214, 1.06191
3.56307, 2.95285, 1.06186
3.55198, 2.95353, 1.06188
3.53913, 2.95459, 1.06173
3.5261, 2.95579, 1.0617
3.51442, 2.95653, 1.06213
3.50133, 2.95745, 1.0622
3.48735, 2.95838, 1.06262
3.47361, 2.95964, 1.06233
3.46191, 2.96072, 1.06211
3.44931, 2.96203, 1.06152
3.43397, 2.96331, 1.06084
3.42074, 2.96452, 1.06006
3.40759, 2.96584, 1.05927
3.39447, 2.96723, 1.05853
3.38142, 2.96875, 1.0577
3.36841, 2.97034, 1.0565
3.35498, 2.97171, 1.05535
3.33922, 2.97323, 1.05424
3.32578, 2.97467, 1.05325
3.31155, 2.97631, 1.05218
3.29818, 2.97792, 1.05132
3.28482, 2.97961, 1.05055
3.27059, 2.98133, 1.04979
3.25659, 2.98313, 1.04908
3.24136, 2.98508, 1.04863
3.22751, 2.98693, 1.04787
3.21264, 2.98895, 1.0471
3.19899, 2.99084, 1.04639
3.18331, 2.99286, 1.04582
3.16913, 2.99473, 1.04509
3.15505, 2.99659, 1.0445
3.14005, 2.99855, 1.04395
3.12599, 3.00038, 1.04361
3.11079, 3.0023, 1.0436
3.09637, 3.00401, 1.04359
3.08185, 3.00573, 1.04372
3.06612, 3.00761, 1.04441
3.05254, 3.00921, 1.04112
3.03646, 3.01113, 1.03464
3.02257, 3.01279, 1.03075
3.00897, 3.01389, 1.02683
2.99191, 3.01532, 1.02278
2.99191, 3.01532, 1.02278
2.96307, 3.01783, 1.01782
2.94708, 3.01923, 1.0159
2.94708, 3.01923, 1.0159
2.93264, 3.02043, 1.01462
2.91829, 3.02133, 1.01381
2.90285, 3.02237, 1.01332
2.88742, 3.0234, 1.01331
2.87074, 3.02449, 1.01394
2.85753, 3.02533, 1.01479
2.84275, 3.02624, 1.01596
2.8263, 3.0271, 1.01739
2.80885, 3.02796, 1.01974
2.79377, 3.02872, 1.02177
2.76435, 3.03024, 1.02594
2.76435, 3.03024, 1.02594
2.7486, 3.03079, 1.02873
2.73259, 3.03132, 1.03079
2.71775, 3.03173, 1.03278
2.70223, 3.03218, 1.03459
2.686, 3.03259, 1.03724
2.67258, 3.03298, 1.03856
2.65482, 3.03332, 1.04104
2.63933, 3.03358, 1.04288
2.62294, 3.03386, 1.04459
2.60796, 3.03411, 1.04627
2.59193, 3.03442, 1.04764
2.57693, 3.03473, 1.04903
2.56119, 3.03485, 1.05044
2.54445, 3.03496, 1.05175
2.52818, 3.03499, 1.05387
2.51272, 3.03511, 1.05508
2.496, 3.03523, 1.05685
2.4819, 3.03533, 1.05691
2.46471, 3.03527, 1.05718
2.44862, 3.03515, 1.05808
2.43228, 3.03512, 1.05758
2.41528, 3.03489, 1.05813
2.39989, 3.03464, 1.05818
2.3857, 3.03434, 1.05796
2.36831, 3.03391, 1.05733
2.33615, 3.03314, 1.0565
2.33615, 3.03314, 1.0565
2.31997, 3.03273, 1.05627
2.30466, 3.03239, 1.05575
2.2881, 3.03209, 1.05448
2.27212, 3.03189, 1.0535
2.27212, 3.03189, 1.0535
2.24029, 3.03156, 1.05239
2.24029, 3.03156, 1.05239
2.20734, 3.03134, 1.05129
2.20734, 3.03134, 1.05129
