0.02200, 0.00000, 0.19138, 0.19138, 4.08089, 3.16916, 1.03834, -0.02258, -0.11001, -0.03636, -0.54733, -0.16017, -0.03615
0.04800, 0.00000, 0.19003, 0.19003, 4.07992, 3.16798, 1.03886, -0.02235, -0.11000, -0.03622, -0.57099, -0.16669, -0.03778
0.08600, 0.00000, 0.18852, 0.18852, 4.07941, 3.16642, 1.03925, -0.02271, -0.11123, -0.02555, -0.60905, -0.17686, -0.04092
0.12200, 0.00000, 0.18934, 0.18934, 4.07917, 3.16721, 1.04026, -0.02318, -0.11261, -0.01466, -0.64045, -0.18441, -0.04350
0.16000, 0.00000, 0.18914, 0.18914, 4.07882, 3.16714, 1.04028, -0.02416, -0.10986, -0.01936, -0.67446, -0.19521, -0.04700
0.20000, 0.00000, 0.18831, 0.18831, 4.07837, 3.16680, 1.03869, -0.02412, -0.10635, -0.03085, -0.71055, -0.20570, -0.04957
0.23800, 0.00000, 0.18741, 0.18741, 4.07777, 3.16641, 1.03721, -0.03424, -0.10353, -0.04498, -0.75828, -0.21894, -0.04895
0.27400, 0.00000, 0.18672, 0.18672, 4.07694, 3.16635, 1.03569, -0.04550, -0.10177, -0.04822, -0.80425, -0.23248, -0.04988
0.31000, 0.00000, 0.18503, 0.18503, 4.07366, 3.16649, 1.03304, -0.05912, -0.10096, -0.05001, -0.85622, -0.24743, -0.05122
0.34800, 0.00000, 0.18420, 0.18420, 4.07122, 3.16684, 1.03198, -0.07794, -0.10191, -0.05210, -0.91484, -0.26618, -0.05283
0.38600, 0.00000, 0.18323, 0.18323, 4.06790, 3.16731, 1.03114, -0.09633, -0.10297, -0.05335, -0.95831, -0.28061, -0.05378
0.42400, 0.00000, 0.18035, 0.18035, 4.06380, 3.16599, 1.03003, -0.12028, -0.10440, -0.05347, -0.95771, -0.28288, -0.05265
0.46000, 0.00000, 0.17763, 0.17763, 4.05900, 3.16506, 1.02870, -0.14493, -0.10721, -0.05579, -0.95783, -0.28274, -0.05114
0.49800, 0.00000, 0.17396, 0.17396, 4.05301, 3.16349, 1.02692, -0.16888, -0.11019, -0.05751, -0.95770, -0.28353, -0.04930
0.53800, 0.00000, 0.17334, 0.17334, 4.04742, 3.16474, 1.02564, -0.19483, -0.11575, -0.05841, -0.95772, -0.28388, -0.04674
0.57600, 0.00000, 0.17062, 0.17062, 4.04014, 3.16406, 1.02417, -0.24492, -0.12476, -0.05877, -0.95574, -0.29108, -0.04289
0.61200, 0.00000, 0.16504, 0.16504, 4.02422, 3.16176, 1.02200, -0.26585, -0.12884, -0.05857, -0.95504, -0.29356, -0.04138
0.65000, 0.00000, 0.16134, 0.16134, 4.01382, 3.15933, 1.02127, -0.29033, -0.13375, -0.05604, -0.95454, -0.29537, -0.04018
0.68800, 0.00000, 0.15989, 0.15989, 4.00487, 3.15836, 1.02153, -0.31305, -0.14107, -0.05194, -0.95415, -0.29671, -0.03962
0.73000, 0.01145, 0.15884, 0.15884, 3.99399, 3.15741, 1.02128, -0.33083, -0.14529, -0.05008, -0.95312, -0.29983, -0.04076
0.76600, 0.02864, 0.15786, 0.15786, 3.98363, 3.15641, 1.02133, -0.34959, -0.14870, -0.04886, -0.95290, -0.30054, -0.04063
0.80400, 0.04773, 0.15639, 0.15639, 3.97284, 3.15496, 1.02110, -0.36665, -0.15367, -0.04859, -0.95335, -0.29910, -0.04078
0.84200, 0.06873, 0.15389, 0.15389, 3.96028, 3.15249, 1.02067, -0.39293, -0.16061, -0.04961, -0.95544, -0.29251, -0.03966
0.87800, 0.11264, 0.14916, 0.14916, 3.93596, 3.14778, 1.02023, -0.40373, -0.16384, -0.05009, -0.95674, -0.28827, -0.03931
0.91400, 0.13555, 0.14830, 0.14830, 3.92275, 3.14694, 1.02004, -0.41436, -0.16751, -0.05028, -0.95809, -0.28381, -0.03886
