0.00000, 56.57495, 128.05421, 145.59787
0.50000, 56.58288, 128.05072, 145.59880
1.00000, 56.58966, 128.04984, 145.60175
1.50000, 56.59465, 128.04877, 145.59879
2.00000, 56.59871, 128.04529, 145.59660
2.50000, 56.60153, 128.03780, 145.59657
3.00000, 56.59892, 128.03107, 145.59575
3.50000, 56.59511, 128.02675, 145.59695
4.00000, 56.59029, 128.02467, 145.59778
4.50000, 56.58001, 128.02156, 145.59079
5.00400, 56.30471, 128.00519, 145.24693
5.50000, 55.32480, 127.69284, 144.40305
6.00000, 53.90742, 127.09357, 143.41037
6.50000, 52.25408, 126.16558, 142.03552
7.00000, 50.44181, 124.73067, 140.01001
7.50000, 48.56559, 123.13415, 137.74348
8.00200, 46.59194, 121.30753, 135.13110
8.50000, 44.64840, 119.35185, 132.49118
9.00000, 42.54593, 117.27715, 129.59178
9.50000, 40.39684, 115.12206, 126.60680
10.00200, 38.18631, 113.01607, 123.67397
10.50000, 35.92185, 110.73033, 120.54148
11.00000, 33.75199, 108.48118, 117.41763
11.50000, 31.47492, 106.08008, 114.23667
12.00000, 29.25797, 103.73269, 111.05572
12.50000, 26.84308, 101.33851, 108.00554
13.00000, 24.84765, 99.28146, 105.27370
13.50000, 22.85299, 97.27865, 102.59175
14.00000, 20.88239, 95.33251, 99.93513
14.50000, 19.12839, 93.52380, 97.50294
15.00200, 17.43987, 91.77915, 95.29858
15.50000, 15.76011, 90.00034, 92.95893
16.00000, 14.16408, 88.21769, 90.65007
16.50000, 12.70516, 86.39555, 88.27391
17.00200, 11.43379, 84.69070, 86.02747
17.50000, 10.42299, 83.09035, 83.96452
18.00400, 9.62317, 81.33219, 81.59870
18.50200, 9.25585, 79.63035, 79.39959
19.00000, 9.29235, 77.95823, 77.32259
19.50200, 9.29452, 76.11958, 74.97440
20.00000, 9.27028, 74.16752, 72.68168
20.50000, 9.46199, 72.06607, 70.20496
21.00200, 9.92870, 70.11342, 68.04984
21.50000, 10.76703, 68.24021, 65.77913
22.00000, 11.79954, 66.32706, 63.73703
22.50000, 13.08455, 64.45521, 61.65859
23.00000, 14.53988, 62.59838, 59.63067
23.50000, 16.07335, 60.86251, 57.72778
24.00000, 17.71363, 59.02062, 55.86430
24.50000, 19.46556, 57.13836, 53.97371
25.00200, 21.25879, 55.26092, 52.17725
25.50000, 23.01187, 53.46223, 50.57990
26.00000, 24.83600, 51.61299, 48.91911
26.50000, 26.70180, 49.82372, 47.50946
27.00000, 28.67070, 47.91805, 46.00123
27.50000, 30.63222, 46.02559, 44.63834
28.00000, 32.49604, 44.28418, 43.53827
28.50000, 34.35198, 42.60045, 42.58857
29.00000, 36.20572, 41.00720, 41.79195
29.50000, 38.02737, 39.31779, 41.11327
30.00000, 39.82235, 37.64161, 40.58717
30.50000, 41.78514, 35.89929, 40.22797
31.00200, 43.59048, 34.23928, 40.04965
31.50000, 45.32409, 32.69257, 40.04401
32.00200, 47.10559, 31.16244, 40.19724
32.50600, 49.00697, 29.58384, 40.50712
33.00000, 50.97586, 27.87167, 41.01822
33.50000, 52.93874, 26.35093, 41.71260
34.00000, 54.96841, 24.77604, 42.60823
34.50000, 56.87414, 23.29973, 43.61782
35.00000, 58.90270, 21.86290, 44.86763
35.50000, 60.87307, 20.65887, 46.14037
36.00000, 62.76434, 19.53332, 47.56288
36.50000, 64.64241, 18.63116, 48.98606
37.00000, 66.41758, 17.92989, 50.43115
37.50000, 68.19810, 17.14139, 52.12675
38.00000, 70.04177, 16.66741, 53.82800
38.50000, 71.98219, 16.37034, 55.70322
39.00000, 73.96989, 16.42437, 57.55311
39.50000, 75.77264, 16.47365, 59.49613
40.00000, 77.59002, 16.72901, 61.50785
40.50000, 79.50259, 17.37457, 63.46658
41.00200, 81.40049, 18.09135, 65.59232
41.50000, 83.31506, 18.99259, 67.76731
