0.00400, 0.00000, 0.18540, 0.18540, 40.11861, 30.14158, 2.01610, -0.02894, -0.06094, -0.00548, -0.98758, -0.15624, -0.01667
0.02200, 0.00000, 0.18243, 0.18243, 40.11580, 30.14000, 2.01644, -0.02855, -0.06104, -0.00829, -0.98777, -0.15493, -0.01761
0.04000, 0.00000, 0.18243, 0.18243, 40.11580, 30.14000, 2.01644, -0.03049, -0.06229, -0.00992, -0.98795, -0.15372, -0.01806
0.06200, 0.00000, 0.17963, 0.17963, 40.11337, 30.13834, 2.01660, -0.03049, -0.06229, -0.00992, -0.98795, -0.15372, -0.01806
0.08000, 0.00000, 0.17703, 0.17703, 40.11118, 30.13675, 2.01669, -0.02920, -0.06239, -0.00850, -0.98816, -0.15234, -0.01828
0.10200, 0.00000, 0.17703, 0.17703, 40.11118, 30.13675, 2.01669, -0.02920, -0.06336, -0.00703, -0.98836, -0.15098, -0.01843
0.12000, 0.00000, 0.17464, 0.17464, 40.10916, 30.13528, 2.01683, -0.02920, -0.06336, -0.00703, -0.98836, -0.15098, -0.01843
0.14000, 0.00000, 0.17464, 0.17464, 40.10916, 30.13528, 2.01683, -0.03134, -0.06266, -0.00768, -0.98855, -0.14973, -0.01863
0.16200, 0.00000, 0.17171, 0.17171, 40.10687, 30.13334, 2.01687, -0.03134, -0.06266, -0.00768, -0.98855, -0.14973, -0.01863
0.18000, 0.00000, 0.16883, 0.16883, 40.10453, 30.13161, 2.01600, -0.03794, -0.06200, -0.01061, -0.98881, -0.14800, -0.01873
0.20200, 0.00000, 0.16883, 0.16883, 40.10453, 30.13161, 2.01600, -0.04892, -0.06150, -0.01179, -0.98905, -0.14650, -0.01781
0.22000, 0.00000, 0.16584, 0.16584, 40.10130, 30.13044, 2.01505, -0.04892, -0.06150, -0.01179, -0.98905, -0.14650, -0.01781
0.24000, 0.00000, 0.16584, 0.16584, 40.10130, 30.13044, 2.01505, -0.06485, -0.06172, -0.01190, -0.98918, -0.14575, -0.01682
0.26200, 0.00000, 0.16155, 0.16155, 40.09629, 30.12894, 2.01417, -0.06485, -0.06172, -0.01190, -0.98918, -0.14575, -0.01682
0.28200, 0.00000, 0.15756, 0.15756, 40.09175, 30.12736, 2.01371, -0.09249, -0.06220, -0.01183, -0.98932, -0.14491, -0.01592
0.30200, 0.00000, 0.15756, 0.15756, 40.09175, 30.12736, 2.01371, -0.09249, -0.06220, -0.01183, -0.98932, -0.14491, -0.01592
0.32200, 0.00000, 0.15339, 0.15339, 40.08637, 30.12606, 2.01339, -0.09249, -0.06220, -0.01183, -0.98932, -0.14491, -0.01592
0.34000, 0.00000, 0.15339, 0.15339, 40.08637, 30.12606, 2.01339, -0.11953, -0.06195, -0.01292, -0.98947, -0.14390, -0.01549
0.36000, 0.00000, 0.14775, 0.14775, 40.07871, 30.12434, 2.01314, -0.14696, -0.06204, -0.01548, -0.98956, -0.14332, -0.01522
0.38200, 0.00000, 0.14289, 0.14289, 40.07170, 30.12290, 2.01311, -0.18380, -0.06292, -0.01366, -0.98966, -0.14264, -0.01507
0.40200, 0.00000, 0.14289, 0.14289, 40.07170, 30.12290, 2.01311, -0.21339, -0.06333, -0.01454, -0.98973, -0.14215, -0.01516
0.42200, 0.00000, 0.13652, 0.13652, 40.06134, 30.12126, 2.01314, -0.21339, -0.06333, -0.01454, -0.98973, -0.14215, -0.01516
0.44000, 0.00000, 0.13652, 0.13652, 40.06134, 30.12126, 2.01314, -0.25047, -0.06294, -0.01675, -0.98975, -0.14197, -0.01539
0.46200, 0.00000, 0.13104, 0.13104, 40.05145, 30.11979, 2.01324, -0.25047, -0.06294, -0.01675, -0.98975, -0.14197, -0.01539
0.48200, 0.00000, 0.12609, 0.12609, 40.04129, 30.11838, 2.01339, -0.25047, -0.06294, -0.01675, -0.98975, -0.14197, -0.01539
0.50000, 0.00000, 0.12609, 0.12609, 40.04129, 30.11838, 2.01339, -0.25047, -0.06294, -0.01675, -0.98975, -0.14197, -0.01539
0.52200, 0.00000, 0.12094, 0.12094, 40.02901, 30.11667, 2.01321, -0.25047, -0.06294, -0.01675, -0.98975, -0.14197, -0.01539
0.54000, 0.00000, 0.12094, 0.12094, 40.02901, 30.11667, 2.01321, -0.25047, -0.06294, -0.01675, -0.98975, -0.14197, -0.01539
0.56000, 0.00000, 0.11679, 0.11679, 40.01558, 30.11500, 2.01315, -0.30905, -0.06292, -0.01573, -0.98974, -0.14197, -0.01606
0.58200, 0.00000, 0.11413, 0.11413, 40.00368, 30.11338, 2.01251, -0.30905, -0.06292, -0.01573, -0.98974, -0.14197, -0.01606
0.60200, 0.00000, 0.11413, 0.11413, 40.00368, 30.11338, 2.01251, -0.30905, -0.06292, -0.01573, -0.98974, -0.14197, -0.01606
0.62200, 0.00000, 0.11276, 0.11276, 39.98853, 30.11154, 2.01188, -0.36685, -0.06257, -0.01867, -0.98968, -0.14234, -0.01628
0.64200, 0.00000, 0.11276, 0.11276, 39.98853, 30.11154, 2.01188, -0.36685, -0.06257, -0.01867, -0.98968, -0.14234, -0.01628
0.66000, 0.00000, 0.11310, 0.11310, 39.97571, 30.10987, 2.01141, -0.36685, -0.06257, -0.01867, -0.98968, -0.14234, -0.01628
0.68200, 0.00000, 0.11553, 0.11553, 39.96024, 30.10791, 2.01102, -0.41322, -0.06553, -0.02219, -0.98962, -0.14288, -0.01522
0.70200, 0.00000, 0.11553, 0.11553, 39.96024, 30.10791, 2.01102, -0.45177, -0.06684, -0.02321, -0.98954, -0.14348, -0.01466
0.72200, 0.00000, 0.11971, 0.11971, 39.94562, 30.10613, 2.01049, -0.45177, -0.06684, -0.02321, -0.98954, -0.14348, -0.01466
0.74200, 0.00000, 0.11971, 0.11971, 39.94562, 30.10613, 2.01049, -0.45177, -0.06684, -0.02321, -0.98954, -0.14348, -0.01466
0.76200, 0.11102, 0.11172, 0.11172, 39.92768, 30.10401, 2.00939, -0.45177, -0.06684, -0.02321, -0.98954, -0.14348, -0.01466
0.78200, 0.11102, 0.10525, 0.10525, 39.91165, 30.10220, 2.00860, -0.48777, -0.06530, -0.02192, -0.99206, -0.12527, -0.01131
0.80000, 0.11102, 0.10525, 0.10525, 39.91165, 30.10220, 2.00860, -0.50370, -0.06430, -0.02240, -0.99203, -0.12553, -0.01057
0.82200, 0.11102, 0.10143, 0.10143, 39.89464, 30.10092, 2.00775, -0.50370, -0.06430, -0.02240, -0.99203, -0.12553, -0.01057
0.84200, 0.11102, 0.10143, 0.10143, 39.89464, 30.10092, 2.00775, -0.51845, -0.06366, -0.02428, -0.99191, -0.12661, -0.00972
0.86200, 0.11102, 0.10039, 0.10039, 39.87720, 30.09957, 2.00686, -0.53203, -0.06351, -0.02266, -0.99177, -0.12772, -0.00880
0.88200, 0.11102, 0.10292, 0.10292, 39.85737, 30.09806, 2.00625, -0.53203, -0.06351, -0.02266, -0.99177, -0.12772, -0.00880
0.90000, 0.11102, 0.10292, 0.10292, 39.85737, 30.09806, 2.00625, -0.53203, -0.06351, -0.02266, -0.99177, -0.12772, -0.00880
0.92200, 0.11102, 0.10832, 0.10832, 39.83915, 30.09651, 2.00565, -0.53203, -0.06351, -0.02266, -0.99177, -0.12772, -0.00880
0.94200, 0.11102, 0.10832, 0.10832, 39.83915, 30.09651, 2.00565, -0.54691, -0.06437, -0.02001, -0.99160, -0.12906, -0.00823
0.96200, 0.22204, 0.10498, 0.10498, 39.82058, 30.09490, 2.00524, -0.57239, -0.06509, -0.01888, -0.99349, -0.11379, -0.00628
0.98200, 0.22204, 0.09690, 0.09690, 39.80040, 30.09363, 2.00517, -0.57239, -0.06509, -0.01888, -0.99349, -0.11379, -0.00628
