0.00400, 0.00000, 0.08475, 0.08475, 40.02657, 30.03705, 2.07145, 0.04938, -0.01367, -0.06228, -1.99804, -0.04071, -0.07850
0.02000, 0.00000, 0.08478, 0.08478, 40.02779, 30.03558, 2.07177, 0.04938, -0.01367, -0.06228, -1.99804, -0.04071, -0.07850
0.04000, 0.00000, 0.08377, 0.08377, 40.02924, 30.03443, 2.07055, 0.04938, -0.01367, -0.06228, -1.99804, -0.04071, -0.07850
0.06200, 0.00000, 0.08377, 0.08377, 40.02924, 30.03443, 2.07055, 0.04938, -0.01367, -0.06228, -1.99804, -0.04071, -0.07850
0.08200, 0.00000, 0.08283, 0.08283, 40.03050, 30.03343, 2.06937, 0.04764, -0.01145, -0.06333, -1.99807, -0.03907, -0.07880
0.10200, 0.00000, 0.08283, 0.08283, 40.03050, 30.03343, 2.06937, 0.04383, -0.00764, -0.06344, -1.99822, -0.03665, -0.07606
0.12200, 0.00000, 0.08217, 0.08217, 40.03167, 30.03251, 2.06850, 0.04383, -0.00764, -0.06344, -1.99822, -0.03665, -0.07606
0.14000, 0.00000, 0.08150, 0.08150, 40.03283, 30.03137, 2.06768, 0.04264, -0.00560, -0.06555, -1.99827, -0.03563, -0.07506
0.16200, 0.00000, 0.08150, 0.08150, 40.03283, 30.03137, 2.06768, 0.04264, -0.00560, -0.06555, -1.99827, -0.03563, -0.07506
0.18000, 0.00000, 0.08076, 0.08076, 40.03403, 30.03044, 2.06661, 0.04264, -0.00560, -0.06555, -1.99827, -0.03563, -0.07506
0.20000, 0.00000, 0.08076, 0.08076, 40.03403, 30.03044, 2.06661, 0.04067, -0.00583, -0.06934, -1.99833, -0.03435, -0.07412
0.22200, 0.00000, 0.07995, 0.07995, 40.03489, 30.02978, 2.06548, 0.03554, -0.00618, -0.07525, -1.99839, -0.03332, -0.07290
0.24200, 0.00000, 0.07931, 0.07931, 40.03548, 30.02886, 2.06479, 0.02636, -0.00453, -0.07844, -1.99845, -0.03258, -0.07162
0.26000, 0.00000, 0.07931, 0.07931, 40.03548, 30.02886, 2.06479, 0.02636, -0.00453, -0.07844, -1.99845, -0.03258, -0.07162
0.28000, 0.00000, 0.07875, 0.07875, 40.03531, 30.02822, 2.06448, 0.02636, -0.00453, -0.07844, -1.99845, -0.03258, -0.07162
0.30200, 0.00000, 0.07875, 0.07875, 40.03531, 30.02822, 2.06448, 0.00661, -0.00241, -0.07613, -1.99850, -0.03156, -0.07086
0.32000, 0.00000, 0.07747, 0.07747, 40.03396, 30.02753, 2.06395, -0.01904, -0.00125, -0.07328, -1.99852, -0.03087, -0.07052
0.34200, 0.00000, 0.07582, 0.07582, 40.03162, 30.02688, 2.06345, -0.06085, -0.00035, -0.06581, -1.99855, -0.03013, -0.07000
0.36200, 0.00000, 0.07582, 0.07582, 40.03162, 30.02688, 2.06345, -0.10637, 0.00091, -0.06184, -1.99857, -0.02946, -0.06954
0.38200, 0.00000, 0.07348, 0.07348, 40.02697, 30.02610, 2.06317, -0.10637, 0.00091, -0.06184, -1.99857, -0.02946, -0.06954
0.40000, 0.00000, 0.07348, 0.07348, 40.02697, 30.02610, 2.06317, -0.16962, 0.00194, -0.05916, -1.99859, -0.02868, -0.06941
0.42000, 0.00000, 0.07129, 0.07129, 40.02026, 30.02522, 2.06353, -0.16962, 0.00194, -0.05916, -1.99859, -0.02868, -0.06941
0.44000, 0.00000, 0.06907, 0.06907, 40.01111, 30.02459, 2.06358, -0.23699, 0.00171, -0.05936, -1.99858, -0.02781, -0.07006
0.46200, 0.00000, 0.06907, 0.06907, 40.01111, 30.02459, 2.06358, -0.30934, 0.00282, -0.06128, -1.99857, -0.02726, -0.07047
0.48000, 0.00000, 0.06853, 0.06853, 39.99922, 30.02389, 2.06422, -0.30934, 0.00282, -0.06128, -1.99857, -0.02726, -0.07047
0.50000, 0.00000, 0.06853, 0.06853, 39.99922, 30.02389, 2.06422, -0.38389, 0.00428, -0.06708, -1.99854, -0.02666, -0.07166
0.52000, 0.00000, 0.06981, 0.06981, 39.98683, 30.02330, 2.06448, -0.38389, 0.00428, -0.06708, -1.99854, -0.02666, -0.07166
0.54000, 0.00000, 0.07380, 0.07380, 39.97256, 30.02266, 2.06465, -0.45166, 0.00403, -0.07165, -1.99852, -0.02618, -0.07244
0.56200, 0.00000, 0.07380, 0.07380, 39.97256, 30.02266, 2.06465, -0.45166, 0.00403, -0.07165, -1.99852, -0.02618, -0.07244
0.58000, 0.00000, 0.08133, 0.08133, 39.95598, 30.02209, 2.06472, -0.45166, 0.00403, -0.07165, -1.99852, -0.02618, -0.07244
0.60000, 0.00000, 0.08133, 0.08133, 39.95598, 30.02209, 2.06472, -0.51825, 0.00580, -0.07586, -1.99849, -0.02566, -0.07323
0.62000, 0.04480, 0.08265, 0.08265, 39.93440, 30.02145, 2.06494, -0.51825, 0.00580, -0.07586, -1.99849, -0.02566, -0.07323
0.64200, 0.04480, 0.07215, 0.07215, 39.91245, 30.02104, 2.06454, -0.51825, 0.00580, -0.07586, -1.99849, -0.02566, -0.07323
0.66200, 0.04480, 0.07215, 0.07215, 39.91245, 30.02104, 2.06454, -0.58305, 0.00536, -0.07832, -1.99847, -0.02526, -0.07399
0.68200, 0.04480, 0.06764, 0.06764, 39.89150, 30.02068, 2.06430, -0.71223, 0.00744, -0.08860, -1.99861, -0.02315, -0.07101
0.70200, 0.04480, 0.06764, 0.06764, 39.89150, 30.02068, 2.06430, -0.76260, 0.00779, -0.08974, -1.99859, -0.02302, -0.07157
